Id,SalePrice
1461,123853.41636180777
1462,147199.1208748595
1463,179945.65950702733
1464,183559.12284980697
1465,191133.83564985258
1466,182064.97110079965
1467,169624.5153815539
1468,173862.66399789837
1469,180575.4675028801
1470,121294.3860960672
1471,199441.71105921306
1472,97149.54676587097
1473,99387.52737586503
1474,153201.04555826954
1475,136116.1184414463
1476,352303.1506786555
1477,246768.98176148022
1478,294501.20866997575
1479,277419.59457581374
1480,425221.02554479503
1481,304851.5016712882
1482,201583.76062132226
1483,177913.50739858852
1484,176143.3731642276
1485,170776.17765486627
1486,192108.42064649065
1487,310082.2235015468
1488,231116.6926943805
1489,206498.6260597214
1490,199009.95006359366
1491,193017.169198988
1492,101836.92972660474
1493,178153.92240650422
1494,302977.9807992257
1495,299793.5569255149
1496,233191.37326699268
1497,188551.49573194876
1498,153345.6499151867
1499,152930.36348173086
1500,150840.5554662301
1501,167897.49128048882
1502,159453.2691021212
1503,279044.4122029284
1504,225348.00754406425
1505,219401.60366268575
1506,174250.56938284892
1507,222364.5660922139
1508,193889.70575242187
1509,158935.4553368966
1510,150890.69694655712
1511,150538.7502150903
1512,162112.8704955166
1513,145196.73765700273
1514,150034.45707635526
1515,180846.69190540505
1516,161762.19425940356
1517,145197.1321223319
1518,130172.74026565679
1519,224001.39690054432
1520,134865.54492413107
1521,140872.17288177286
1522,164198.20592448808
1523,112319.96399800897
1524,120408.14636796681
1525,125156.81633095955
1526,124204.87488374062
1527,99981.46903420615
1528,126642.01868931853
1529,142144.0924637171
1530,165413.76954848634
1531,130940.7492254073
1532,106702.14457016562
1533,137316.98872752447
1534,113199.27074129628
1535,150143.27769612614
1536,116922.8398753456
1537,88382.15738283447
1538,157281.82979381908
1539,197208.41726601476
1540,115814.30470995164
1541,141502.37604575124
1542,138701.04678899804
1543,204324.33842320123
1544,84939.3302319495
1545,104337.98552335423
1546,123572.32239261847
1547,133374.42112405374
1548,126127.64669439418
1549,107329.8869768782
1550,145425.1805694448
1551,118964.51800704037
1552,143809.41577608857
1553,134730.86609740133
1554,115568.02849393626
1555,168351.78340752816
1556,95459.5325279277
1557,116478.86007596915
1558,93883.73309875732
1559,110854.78058829207
1560,149573.2340227779
1561,131949.570198124
1562,124315.13930569163
1563,121609.47566141917
1564,159635.857493809
1565,155937.6395680045
1566,223883.27732894995
1567,80283.82838727991
1568,214419.81194870593
1569,145412.19715057657
1570,126993.09040505115
1571,131461.54460843978
1572,143018.02421835624
1573,237066.3196075362
1574,125596.55087007425
1575,215884.50807644316
1576,215931.31012284095
1577,198701.42756906833
1578,144551.3369981733
1579,139937.47721019475
1580,190260.63076655872
1581,131645.57076206326
1582,126493.59703449151
1583,328116.7858918996
1584,240946.01611001897
1585,140558.63097277068
1586,70862.66166926484
1587,105526.30474554664
1588,140891.76007818873
1589,98513.10325988196
1590,130628.4188983784
1591,103950.68388494142
1592,123439.29099280735
1593,116678.12322100802
1594,119824.32189408102
1595,126511.70475499678
1596,220605.1780793178
1597,159385.04239132753
1598,182832.59409284114
1599,171524.80851894373
1600,178865.61732942253
1601,69396.64432047379
1602,110142.87105717357
1603,98553.13472328323
1604,282933.809017416
1605,253057.0715456411
1606,166860.1409310567
1607,158188.19641795655
1608,215294.7301192987
1609,194980.1318883097
1610,159357.86003056416
1611,150129.281956531
1612,168717.27875646562
1613,168220.70752590432
1614,121005.19921312203
1615,84979.88269283246
1616,82307.50867165855
1617,87186.0499047606
1618,124350.02602995711
1619,129537.53133795026
1620,158214.83184942525
1621,140150.4840831073
1622,141268.53602474136
1623,278717.70462853793
1624,208220.5396758527
1625,125043.60340403258
1626,172050.5458011644
1627,186100.3028742639
1628,270395.85099115473
1629,175799.12470359134
1630,323080.1420918671
1631,218086.24775703112
1632,255458.1142912882
1633,167189.43353606085
1634,181922.16474452446
1635,178973.45109990146
1636,160718.95616503523
1637,181583.6756798742
1638,208796.6044162739
1639,181942.01604465657
1640,247667.95047195186
1641,181441.15081907407
1642,215689.10031156483
1643,220690.32855051092
1644,217197.14071251958
1645,178623.1376380097
1646,152223.11319950328
1647,160080.02827103616
1648,136368.61278107192
1649,135256.09761358224
1650,121823.83073633515
1651,120114.39198689292
1652,98739.27597036415
1653,98447.4281711813
1654,155545.0739848933
1655,151525.19203923168
1656,151411.06465587634
1657,154392.658614347
1658,153759.2827558977
1659,141011.5598411254
1660,145068.8691771163
1661,424444.4432084211
1662,345371.39567059913
1663,362141.2782286273
1664,436419.6755488945
1665,298897.6177394509
1666,329909.2623359809
1667,339529.221574595
1668,317251.8444148527
1669,296641.0732106322
1670,330329.37608536024
1671,262345.3338019406
1672,407220.22705002915
1673,304380.41149544
1674,244173.1345370092
1675,186870.34937881862
1676,187845.73534930884
1677,207042.61483633568
1678,407299.05100089597
1679,374523.1285824563
1680,298821.46899563435
1681,237086.03896204464
1682,307520.7498691787
1683,191471.10571906777
1684,172758.57631884082
1685,173580.17503486102
1686,177003.23917679215
1687,167702.46562078653
1688,185957.73109686223
1689,187920.26423179597
1690,186043.24315767383
1691,172350.3240020509
1692,257632.4082849502
1693,167567.04679942247
1694,182353.05415112185
1695,169052.25724339808
1696,269510.3930184267
1697,169908.45325706596
1698,340184.908983043
1699,318208.83867693844
1700,246773.23464091308
1701,258912.60419065948
1702,252987.55056156666
1703,246240.16422506023
1704,304532.1162711199
1705,224446.83394087877
1706,397685.84914070374
1707,216201.99698552553
1708,211210.95766719725
1709,265106.6646881319
1710,222502.8552817128
1711,263640.7779072535
