Id,SalePrice
1461,124644.87
1462,162110.84
1463,189167.6
1464,190848.62
1465,185966.83
1466,180705.47
1467,175507.6
1468,143544.05
1469,192091.22
1470,119293.31
1471,196293.16
1472,92276.76
1473,87033.734
1474,141995.7
1475,127311.445
1476,403119.8
1477,256226.8
1478,259214.98
1479,254420.81
1480,465779.2
1481,284576.34
1482,187849.48
1483,160253.52
1484,170585.4
1485,174552.47
1486,189929.72
1487,309697.88
1488,216437.28
1489,199753.75
1490,197438.02
1491,188137.23
1492,94249.42
1493,194774.69
1494,354496.84
1495,278503.16
1496,214268.11
1497,192766.38
1498,143021.53
1499,143021.53
1500,126754.05
1501,168520.39
1502,126098.016
1503,303931.78
1504,225910.08
1505,222802.97
1506,187818.84
1507,267558.66
1508,184286.44
1509,151695.47
1510,141794.75
1511,138693.42
1512,171451.94
1513,138444.72
1514,159869.77
1515,218271.55
1516,144679.27
1517,165955.19
1518,135690.45
1519,193147.86
1520,122886.46
1521,131069.56
1522,175579.42
1523,113300.336
1524,116229.77
1525,116834.56
1526,117351.02
1527,123373.07
1528,140942.17
1529,149948.75
1530,155596.42
1531,101596.05
1532,90039.85
1533,143464.12
1534,124754.04
1535,157714.11
1536,99500.34
1537,74592.5
1538,142157.62
1539,182026.06
1540,74306.086
1541,134395.64
1542,143367.44
1543,205945.69
1544,88169.664
1545,110010.35
1546,128087.2
1547,113259.38
1548,128746.805
1549,99074.25
1550,128300.77
1551,115025.3
1552,140707.14
1553,150400.17
1554,122523.336
1555,163652.08
1556,83899.16
1557,94645.93
1558,89174.52
1559,61166.832
1560,133219.47
1561,112391.39
1562,124043.055
1563,116701.05
1564,146488.05
1565,129594.83
1566,252857.02
1567,82198.99
1568,214788.6
1569,139918.56
1570,127639.56
1571,136371.14
1572,154129.3
1573,284037.34
1574,109571.016
1575,235668.64
1576,235507.55
1577,180617.61
1578,146475.61
1579,146642.08
1580,198051.12
1581,177060.33
1582,123253.11
1583,332305.8
1584,230024.39
1585,137826.2
1586,73977.58
1587,101582.0
1588,138106.6
1589,103683.37
1590,132148.72
1591,92275.79
1592,111586.65
1593,122052.766
1594,131254.81
1595,94084.37
1596,212606.95
1597,176490.66
1598,209297.2
1599,154752.77
1600,159422.0
1601,67927.87
1602,104646.76
1603,75790.06
1604,245681.39
1605,260037.03
1606,173448.95
1607,187481.69
1608,199975.42
1609,207872.94
1610,147697.39
1611,133774.94
1612,144062.17
1613,144346.44
1614,123228.43
1615,83645.98
1616,68823.29
1617,89613.16
1618,130544.14
1619,142908.9
1620,165684.45
1621,130682.77
1622,124212.93
1623,313906.9
1624,237657.97
1625,128476.35
1626,143378.38
1627,189778.7
1628,226457.75
1629,184280.31
1630,366859.62
1631,210346.34
1632,250603.5
1633,166748.4
1634,183570.61
1635,188283.52
1636,155389.42
1637,180562.14
1638,188682.77
1639,162231.94
1640,279138.16
1641,180935.69
1642,212077.6
1643,224792.77
1644,196307.2
1645,174997.0
1646,146808.73
1647,163117.47
1648,126949.664
1649,138844.4
1650,117288.26
1651,130031.22
1652,92011.55
1653,93950.32
1654,142972.03
1655,175245.52
1656,124891.66
1657,149849.53
1658,127111.16
1659,143715.69
1660,149615.36
1661,409163.53
1662,455198.2
1663,358059.34
1664,133371.89
1665,265835.25
1666,274212.28
1667,290013.16
1668,298389.62
1669,265202.72
1670,347964.7
1671,236992.55
1672,430809.8
1673,299666.66
1674,216437.28
1675,170829.28
1676,164556.66
1677,203773.98
1678,452693.3
1679,311868.3
1680,340625.75
1681,227347.55
1682,245147.77
1683,171669.38
1684,164844.72
1685,161455.42
1686,166959.27
1687,163341.8
1688,189929.72
1689,189929.72
1690,201014.84
1691,182967.97
1692,234296.28
1693,162872.33
1694,179206.05
1695,165371.89
1696,285991.1
1697,171363.33
1698,341251.03
1699,277933.78
1700,249022.55
1701,260104.0
1702,225260.36
1703,235601.9
1704,235018.88
1705,183468.92
1706,416396.8
1707,203555.27
1708,188439.1
1709,289994.9
1710,186750.42
1711,228806.6
1712,258209.1
1713,260804.22
1714,208462.16
1715,186463.02
1716,189204.22
1717,172549.31
1718,128326.11
1719,192924.36
1720,260386.7
1721,185477.28
1722,123153.234
1723,151989.56
1724,205893.08
1725,221645.19
1726,168761.61
1727,145251.62
1728,217594.2
1729,140703.11
1730,146447.81
1731,119905.92
1732,130845.13
1733,117441.61
1734,119222.695
1735,133895.67
1736,122222.24
1737,297687.28
1738,228671.56
1739,242247.12
1740,213249.64
1741,187022.2
1742,168520.39
1743,169053.66
1744,262961.03
1745,214401.17
1746,195873.9
1747,219719.9
1748,231679.08
1749,143012.27
1750,128390.375
1751,223983.86
1752,122343.766
1753,150428.58
1754,217366.89
1755,165748.45
1756,127157.22
1757,112879.82
1758,143809.61
1759,159151.0
1760,175347.81
1761,135998.9
1762,155876.1
1763,183428.33
1764,106448.4
1765,162333.47
1766,163500.44
1767,236336.89
1768,134826.6
1769,187374.8
1770,137890.23
1771,132173.67
1772,154489.98
1773,130311.65
1774,143497.38
1775,140237.31
1776,111779.01
1777,118569.125
1778,146108.55
1779,116241.96
1780,198393.28
1781,126821.76
1782,97403.0
1783,146222.84
1784,111636.77
1785,119664.086
1786,155895.27
1787,169294.39
1788,53038.875
1789,102055.57
1790,68158.43
1791,195983.6
1792,149690.7
1793,120049.87
1794,143255.64
1795,137052.36
1796,110709.516
1797,118769.9
1798,126953.53
1799,82547.234
1800,124141.74
1801,128473.3
1802,151861.05
1803,146509.7
1804,135105.64
1805,140798.55
1806,103565.98
1807,121155.62
1808,126291.914
1809,100359.09
1810,144773.12
1811,89764.805
1812,80827.05
1813,117892.82
1814,97345.805
1815,57502.527
1816,100685.71
1817,109404.99
1818,132171.66
1819,118074.086
1820,47170.64
1821,103824.48
1822,145710.72
1823,45068.53
1824,122751.984
1825,134578.02
1826,96060.13
1827,104135.24
1828,124451.49
1829,116799.69
1830,151254.16
1831,156514.52
1832,67994.62
1833,142239.52
1834,111621.02
1835,129356.65
1836,131687.5
1837,89779.19
1838,122017.27
1839,96726.516
1840,144992.81
1841,130789.12
1842,79153.73
1843,142573.62
1844,132397.98
1845,138279.52
1846,162618.58
1847,187416.81
1848,50408.695
1849,106488.1
1850,114082.38
1851,151985.5
1852,122102.71
1853,129443.016
1854,179673.58
1855,135158.33
1856,252103.11
1857,140990.42
1858,132186.66
1859,118609.484
1860,136162.3
1861,118609.484
1862,293323.47
1863,281998.2
1864,281998.2
1865,348224.28
1866,313695.94
1867,213863.69
1868,289333.03
1869,191042.56
1870,218215.55
1871,226413.5
1872,153957.12
1873,269390.62
1874,151098.16
1875,202788.77
1876,195621.89
1877,196004.34
1878,213352.38
1879,119154.375
1880,130028.24
1881,238357.94
1882,257888.42
1883,195392.0
1884,195777.53
1885,241636.61
1886,299938.56
1887,205151.4
1888,274507.44
1889,151519.95
1890,128371.766
1891,106007.61
1892,106944.445
1893,125483.695
1894,117585.5
1895,144290.14
1896,129099.94
1897,113282.29
1898,113120.45
1899,134440.5
1900,147383.89
1901,163004.27
1902,129564.55
1903,203025.23
1904,125894.6
1905,194276.6
1906,173337.02
1907,210072.11
1908,97857.555
1909,116303.41
1910,106305.76
1911,205160.39
1912,297042.97
1913,139738.4
1914,49256.81
1915,269934.5
1916,57779.97
1917,258258.83
1918,139062.67
1919,158664.08
1920,143123.19
1921,445230.16
1922,340358.53
1923,212424.95
1924,242732.78
1925,210722.2
1926,412935.8
1927,132472.11
1928,160345.4
1929,136906.05
1930,137060.47
1931,153061.31
1932,125348.06
1933,183366.42
1934,189364.34
1935,168689.05
1936,184136.42
1937,181070.17
1938,165928.45
1939,257688.31
1940,186095.64
1941,167076.17
1942,177587.42
1943,186971.39
1944,312816.12
1945,362905.94
1946,110121.41
1947,301945.8
1948,199256.03
1949,229466.11
1950,179511.38
1951,237886.08
1952,216278.61
1953,154593.16
1954,175739.89
1955,131971.52
1956,303668.97
1957,134787.38
1958,343016.84
1959,137196.47
1960,110050.75
1961,119629.516
1962,104035.79
1963,106558.5
1964,104812.86
1965,129831.23
1966,144045.14
1967,281218.56
1968,399716.53
1969,364506.34
1970,453076.84
1971,436752.75
1972,396428.56
1973,220088.38
1974,322511.84
1975,140974.69
1976,250304.44
1977,340505.9
1978,324090.75
1979,335579.7
1980,193816.16
1981,377798.88
1982,198950.88
1983,187439.33
1984,179269.98
1985,206709.56
1986,209573.64
1987,180917.92
1988,166551.17
1989,192882.97
1990,206399.88
1991,232099.05
1992,217464.34
1993,171485.12
1994,302029.34
1995,205495.22
1996,242437.33
1997,282150.72
1998,310539.56
1999,244112.62
2000,311211.38
2001,277589.4
2002,228263.27
2003,224994.78
2004,264655.2
2005,189735.28
2006,220865.08
2007,213933.86
2008,239709.53
2009,190768.03
2010,203105.78
2011,133152.92
2012,171132.4
2013,172132.66
2014,197948.97
2015,224396.92
2016,180921.19
2017,191265.53
2018,126254.586
2019,139080.84
2020,111963.25
2021,108723.62
2022,190626.9
2023,128399.31
